SCIENTIFIC_NAME,COMMON_NAME,SPECIES_CODE,CATEGORY,BANDING_CODES,ORDER,FAMILY_COM_NAME,4-Letter-Code (IBP),Common Name (IBP),6-Letter-Code (IBP),中文名,英文名,Common Name (BBL),4-Letter-Code (BBL),Name_Diff,Code_Diff,Common-Names,4-Letter-Code
Fulvetta ludlowi,Brown-throated Fulvetta,ludful1,species,,Passeriformes,Parrotbills,,,,路德雀鹛,Ludlow's Fulvetta,,,CNBIRD,,Brown-throated Fulvetta|Ludlow's Fulvetta,
Fulvetta vinipectus,White-browed Fulvetta,whbful1,species,,Passeriformes,Parrotbills,,,,白眉雀鹛,White-browed Fulvetta,,,,,White-browed Fulvetta,
Fulvetta manipurensis,Manipur Fulvetta,sttful2,species,,Passeriformes,Parrotbills,,,,褐头雀鹛,Streak-throated Fulvetta,,,CNBIRD,,Manipur Fulvetta|Streak-throated Fulvetta,
Fulvetta cinereiceps,Gray-hooded Fulvetta,sttful1,species,,Passeriformes,Parrotbills,,,,灰头雀鹛,Grey-hooded Fulvetta,,,CNBIRD,,Gray-hooded Fulvetta|Grey-hooded Fulvetta,
Fulvetta formosana,Taiwan Fulvetta,taiful1,species,,Passeriformes,Parrotbills,,,,玉山雀鹛,Taiwan Fulvetta,,,,,Taiwan Fulvetta,
Chamaea fasciata,Wrentit,wrenti,species,WREN,Passeriformes,Parrotbills,WREN,Wrentit,CHAFAS,,,Wrentit,WREN,,,Wrentit,WREN
Paradoxornis heudei,Reed Parrotbill,reepar3,species,,Passeriformes,Parrotbills,,,,震旦鸦雀,Reed Parrotbill,,,,,Reed Parrotbill,
Paradoxornis flavirostris,Black-breasted Parrotbill,blbpar2,species,,Passeriformes,Parrotbills,,,,,,,,,,Black-breasted Parrotbill,
Paradoxornis guttaticollis,Spot-breasted Parrotbill,spbpar1,species,,Passeriformes,Parrotbills,,,,点胸鸦雀,Spot-breasted Parrotbill,,,,,Spot-breasted Parrotbill,
Paradoxornis aemodius,Great Parrotbill,grepar1,species,,Passeriformes,Parrotbills,,,,红嘴鸦雀,Great Parrotbill,,,,,Great Parrotbill,
Paradoxornis unicolor,Brown Parrotbill,bropar1,species,,Passeriformes,Parrotbills,,,,褐鸦雀,Brown Parrotbill,,,,,Brown Parrotbill,
Paradoxornis paradoxus,Three-toed Parrotbill,thtpar1,species,,Passeriformes,Parrotbills,,,,三趾鸦雀,Three-toed Parrotbill,,,,,Three-toed Parrotbill,
Paradoxornis gularis,Gray-headed Parrotbill,gyhpar3,species,,Passeriformes,Parrotbills,,,,灰头鸦雀,Grey-headed Parrotbill,,,CNBIRD,,Gray-headed Parrotbill|Grey-headed Parrotbill,
Paradoxornis margaritae,Black-headed Parrotbill,bkhpar1,species,,Passeriformes,Parrotbills,,,,,,,,,,Black-headed Parrotbill,
Paradoxornis gularis x margaritae,Gray-headed x Black-headed Parrotbill (hybrid),x00815,hybrid,,Passeriformes,Parrotbills,,,,,,,,,,Gray-headed x Black-headed Parrotbill (hybrid),
Paradoxornis ruficeps,White-breasted Parrotbill,ruhpar3,species,,Passeriformes,Parrotbills,,,,白胸鸦雀,White-breasted Parrotbill,,,,,White-breasted Parrotbill,
Paradoxornis bakeri,Rufous-headed Parrotbill,ruhpar2,species,,Passeriformes,Parrotbills,,,,红头鸦雀,Rufous-headed Parrotbill,,,,,Rufous-headed Parrotbill,
Suthora davidiana,Short-tailed Parrotbill,shtpar3,species,,Passeriformes,Parrotbills,,,,短尾鸦雀,Short-tailed Parrotbill,,,,,Short-tailed Parrotbill,
Suthora fulvifrons,Fulvous Parrotbill,fulpar1,species,,Passeriformes,Parrotbills,,,,黄额鸦雀,Fulvous Parrotbill,,,,,Fulvous Parrotbill,
Suthora nipalensis,Black-throated Parrotbill,bltpar1,species,,Passeriformes,Parrotbills,,,,橙额鸦雀,Black-throated Parrotbill,,,,,Black-throated Parrotbill,
Suthora verreauxi,Golden Parrotbill,golpar2,species,,Passeriformes,Parrotbills,,,,金色鸦雀,Golden Parrotbill,,,,,Golden Parrotbill,
Suthora atrosuperciliaris,Pale-billed Parrotbill,blbpar3,species,,Passeriformes,Parrotbills,,,,黑眉鸦雀,Lesser Rufous-headed Parrotbill,,,CNBIRD,,Pale-billed Parrotbill|Lesser Rufous-headed Parrotbill,
Suthora conspicillata,Spectacled Parrotbill,spepar2,species,,Passeriformes,Parrotbills,,,,白眶鸦雀,Spectacled Parrotbill,,,,,Spectacled Parrotbill,
Suthora zappeyi,Gray-hooded Parrotbill,gyhpar4,species,,Passeriformes,Parrotbills,,,,暗色鸦雀,Grey-hooded Parrotbill,,,CNBIRD,,Gray-hooded Parrotbill|Grey-hooded Parrotbill,
Suthora ricketti,Eye-ringed Parrotbill,bnwpar1,species,,Passeriformes,Parrotbills,,,,云南鸦雀,Eye-ringed Parrotbill,,,,,Eye-ringed Parrotbill,
Suthora brunnea,Brown-winged Parrotbill,bnwpar2,species,,Passeriformes,Parrotbills,,,,褐翅鸦雀,Brown-winged Parrotbill,,,,,Brown-winged Parrotbill,
Suthora webbiana,Vinous-throated Parrotbill,vitpar1,species,,Passeriformes,Parrotbills,,,,棕头鸦雀,Vinous-throated Parrotbill,,,,,Vinous-throated Parrotbill,
Suthora alphonsiana,Ashy-throated Parrotbill,astpar1,species,,Passeriformes,Parrotbills,,,,灰喉鸦雀,Ashy-throated Parrotbill,,,,,Ashy-throated Parrotbill,
Suthora webbiana x alphonsiana,Vinous-throated x Ashy-throated Parrotbill (hybrid),x00467,hybrid,,Passeriformes,Parrotbills,,,,,,,,,,Vinous-throated x Ashy-throated Parrotbill (hybrid),
Suthora przewalskii,Rusty-throated Parrotbill,rutpar2,species,,Passeriformes,Parrotbills,,,,灰冠鸦雀,Rusty-throated Parrotbill,,,,,Rusty-throated Parrotbill,
Parayuhina diademata,White-collared Yuhina,whcyuh1,species,,Passeriformes,"White-eyes, Yuhinas, and Allies",,,,白领凤鹛,White-collared Yuhina,,,,,White-collared Yuhina,
Staphida everetti,Chestnut-crested Yuhina,chcyuh1,species,,Passeriformes,"White-eyes, Yuhinas, and Allies",,,,,,,,,,Chestnut-crested Yuhina,
Staphida castaniceps,Striated Yuhina,stryuh1,species,,Passeriformes,"White-eyes, Yuhinas, and Allies",,,,栗耳凤鹛,Striated Yuhina,,,,,Striated Yuhina,
Staphida torqueola,Indochinese Yuhina,indyuh1,species,,Passeriformes,"White-eyes, Yuhinas, and Allies",,,,栗颈凤鹛,Chestnut-collared Yuhina,,,CNBIRD,,Indochinese Yuhina|Chestnut-collared Yuhina,
Yuhina nigrimenta,Black-chinned Yuhina,blcyuh1,species,,Passeriformes,"White-eyes, Yuhinas, and Allies",,,,黑颏凤鹛,Black-chinned Yuhina,,,,,Black-chinned Yuhina,
Yuhina brunneiceps,Taiwan Yuhina,taiyuh1,species,,Passeriformes,"White-eyes, Yuhinas, and Allies",,,,褐头凤鹛,Taiwan Yuhina,,,,,Taiwan Yuhina,
Yuhina flavicollis,Whiskered Yuhina,whiyuh1,species,,Passeriformes,"White-eyes, Yuhinas, and Allies",,,,黄颈凤鹛,Whiskered Yuhina,,,,,Whiskered Yuhina,
